Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Region,City,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-11987,02/06/2023,2023-06-05,Express,Ishaan Pillai,Corporate,North,Lucknow,Electronics,Machines,76066.69,2,0.0,5246.99
ORD-18165,2024-09-24,2024-09-30,Standard,Myra Rao,Corporate,West,Ahmedabad,Furniture,Storage,69185.9,4,0.4,851.54
ORD-16887,12/02/2024,2024-02-19,Standard,Ananya Patel,Home Office,West,Pune,Electronics,Copiers,115290.31,4,0.1,20192.67
ORD-18625,2023-07-17,2023-07-23,Express,Reyansh Rao,Home Office,North,Jaipur,Furniture,Bookcases,59303.64,7,0.0,16841.82
ORD-17391,10/11/2023,2023-11-13,Standard,Ishaan Gupta,Home Office,North,Lucknow,Furniture,Bookcases,68055.01,3,0.0,14924.25
ORD-18137,03/07/2023,2023-07-08,Second Class,Aditya Iyer,Home Office,West,Ahmedabad,Office Supplies,Paper,13469.81,6,0.15,4598.32
ORD-14328,11/04/2023,2023-04-14,Express,Krishna Joshi,Home Office,North,Chandigarh,Furniture,Chairs,118578.56,6,0.0,38845.53
ORD-10069,27/04/2023,2023-05-01,Express,Anika Singh,Consumer,East,Kolkata,Electronics,Machines,56455.38,2,0.0,9526.16
ORD-13120,2023-09-01,2023-09-06,Standard,Neha Kulkarni,Corporate,East,Patna,Office Supplies,Labels,17966.75,7,0.2,-854.04
ORD-14697,2024-07-03,2024-07-10,Same Day,Sanjay Nair,Consumer,North,Jaipur,Electronics,Phones,95982.4,4,0.0,27179.2
ORD-14360,2024-11-01,2024-11-07,Same Day,Saanvi Singh,Consumer,East,Kolkata,Electronics,Copiers,143644.67,4,0.0,-3725.92
ORD-16385,2023-03-18,2023-03-23,Second Class,Aarav Verma,Corporate,North,Delhi,Office Supplies,Paper,16690.12,8,0.0,3773.36
ORD-10922,27/05/2023,2023-05-28,Express,Kiara Menon,Corporate,West,Ahmedabad,Office Supplies,Labels,426.03,4,0.3,80.41
ORD-15143,24/12/2024,2024-12-31,Second Class,Saanvi Singh,Home Office,East,Guwahati,Furniture,Chairs,10836.56,6,0.0,1872.8
ORD-12953,2024-05-15,2024-05-20,Express,Neha Patel,Corporate,East,Patna,Office Supplies,Binders,3161.6,6,0.1,259.64
ORD-11404,28/02/2023,2023-03-05,Express,Riya Bose,Corporate,North,Lucknow,Furniture,Storage,88449.32,4,0.0,9530.23
ORD-15900,04/12/2023,2023-12-08,Standard,Myra Rao,Consumer,East,Bhubaneswar,Electronics,Copiers,79864.82,7,0.0,15238.59
ORD-11313,20/11/2024,2024-11-21,Express,Isha Singh,Consumer,South,Bengaluru,Office Supplies,Art,886.52,3,0.3,156.64
ORD-14283,2024-08-14,2024-08-21,Second Class,Meera Menon,Consumer,West,Mumbai,Furniture,Tables,111861.46,7,0.0,37544.86
ORD-15078,2024-02-22,2024-02-28,Standard,Pari Bose,Home Office,South,Chennai,Electronics,Machines,14691.44,1,0.0,1631.94
ORD-14481,03/07/2023,2023-07-07,Second Class,Vivaan Bose,Home Office,North,Delhi,Furniture,Chairs,81125.63,8,0.3,-1869.71
ORD-12466,28/12/2024,2024-12-30,Same Day,Sai Gupta,Home Office,North,Delhi,Electronics,Copiers,52197.08,3,0.3,8039.07
ORD-13178,17/10/2024,2024-10-20,Second Class,Pari Bose,Home Office,North,Chandigarh,Furniture,Chairs,34108.86,2,0.15,4684.44
ORD-12146,08/03/2023,2023-03-10,Express,Priya Rao,Corporate,South,Bengaluru,Office Supplies,Paper,11499.65,8,0.15,3062.26
ORD-15413,13/05/2023,2023-05-17,Express,Aadhya Gupta,Corporate,North,Delhi,Office Supplies,Labels,2086.28,3,0.15,151.66
ORD-19652,2024-12-10,2024-12-16,Express,Aadhya Gupta,Home Office,East,Guwahati,Office Supplies,Labels,2026.44,6,0.2,16.14
ORD-17260,18/11/2023,2023-11-19,Second Class,Pari Desai,Home Office,West,Pune,Electronics,Machines,138802.74,8,0.1,54167.82
ORD-17751,2023-03-14,2023-03-21,Same Day,Sanjay Menon,Home Office,East,Kolkata,Office Supplies,Binders,1637.26,6,0.0,105.3
ORD-18160,21/10/2023,2023-10-26,Standard,Aarav Bose,Home Office,East,Bhubaneswar,Office Supplies,Envelopes,597.52,8,0.0,115.05
ORD-11648,2024-05-11,2024-05-12,Second Class,Rohan Joshi,Home Office,East,Kolkata,Office Supplies,Envelopes,2570.48,1,0.4,162.17
ORD-14715,29/12/2024,2025-01-03,Express,Priya Menon,Consumer,  north ,Chandigarh,Office Supplies,Paper,10554.74,6,0.0,1001.68
ORD-14160,06/09/2024,2024-09-07,Second Class,Rohan Reddy,Home Office,South,Hyderabad,Office Supplies,Envelopes,905.38,1,0.0,233.58
ORD-15948,2024-07-06,2024-07-07,Second Class,Aadhya Rao,Consumer,West,Surat,Furniture,Tables,11104.74,1,0.15,3145.04
ORD-19370,2024-06-06,2024-06-07,Same Day,Pari Gupta,Corporate,West,Mumbai,Furniture,Storage,50865.0,3,0.0,13922.59
ORD-13022,2023-05-19,2023-05-24,Second Class,Ananya Reddy,Home Office,North,Delhi,Office Supplies,Labels,1670.29,1,0.0,306.25
ORD-19395,05/05/2024,2024-05-08,Standard,Aditya Patel,Corporate,  south ,Bengaluru,Electronics,Accessories,35259.79,3,0.4,7941.11
ORD-18119,2023-09-20,2023-09-26,Second Class,Neha Pillai,Consumer,East,Kolkata,Electronics,Accessories,199675.85,7,0.3,15451.8
ORD-17562,2023-12-26,2023-12-29,Second Class,Saanvi Chatterjee,Home Office,East,Kolkata,Furniture,Tables,35416.8,7,0.0,695.02
ORD-13239,11/11/2024,2024-11-16,Same Day,Myra Bose,Consumer,East,Patna,Electronics,Accessories,98182.67,7,0.0,22528.93
ORD-10881,2023-08-26,2023-08-27,Express,Karthik Joshi,Consumer,East,Patna,Furniture,Chairs,10872.08,2,0.4,74.51
ORD-18473,27/09/2023,2023-09-29,Express,Kiara Singh,Corporate,North,Lucknow,Office Supplies,Art,4994.51,2,0.0,698.52
ORD-13000,05/07/2024,2024-07-07,Second Class,Saanvi Pillai,Home Office,West,Ahmedabad,Furniture,Chairs,84380.99,5,0.4,14264.72
ORD-10442,08/12/2023,2023-12-11,Standard,Neha Gupta,Corporate,North,Chandigarh,Electronics,Machines,74592.59,4,0.0,21296.55
ORD-11504,24/03/2024,2024-03-27,Same Day,Arjun Bose,Consumer,South,Bengaluru,Office Supplies,Art,6653.6,4,0.2,480.6
ORD-10746,2024-12-25,2025-01-01,Same Day,Sanjay Pillai,Consumer,South,Kochi,Electronics,Copiers,10163.66,4,0.3,1863.09
ORD-14704,2023-02-23,2023-02-27,Standard,Aarav Pillai,Consumer,South,Kochi,Office Supplies,Paper,421.63,1,0.1,33.47
ORD-13027,2024-11-06,2024-11-09,Same Day,Kiara Rao,Corporate,South,Bengaluru,Electronics,Machines,4886.57,1,0.2,1225.64
ORD-14355,2023-09-02,2023-09-08,Second Class,Sai Iyer,Home Office,North,Delhi,Furniture,Storage,69492.45,3,0.4,15455.7
ORD-19158,22/04/2023,2023-04-27,Standard,Ananya Bose,Corporate,West,Ahmedabad,Office Supplies,Envelopes,10536.12,5,0.4,1331.05
ORD-17546,16/08/2024,2024-08-20,Express,Riya Rao,Home Office,North,Lucknow,Office Supplies,Labels,7356.01,6,0.2,1498.2
ORD-16326,2024-12-01,2024-12-08,Express,Vihaan Reddy,Corporate,  north ,Chandigarh,Electronics,Accessories,99285.95,4,0.3,28115.82
ORD-11934,05/04/2024,2024-04-11,Same Day,Ananya Joshi,Corporate,North,Delhi,Office Supplies,Art,4658.66,7,0.15,327.49
ORD-15411,07/09/2024,2024-09-13,Second Class,Aditya Menon,Corporate,North,Lucknow,Electronics,Machines,169834.83,5,0.3,8944.04
ORD-15510,07/05/2023,2023-05-10,Standard,Pari Nair,Consumer,West,Pune,Office Supplies,Art,15395.43,8,0.0,2751.87
ORD-14961,2023-11-24,2023-11-25,Standard,Isha Gupta,Home Office,South,Kochi,Furniture,Chairs,53919.23,3,0.0,7079.42
ORD-16347,2024-02-23,2024-03-01,Express,Ananya Joshi,Corporate,South,Kochi,Furniture,Tables,17884.98,1,0.3,-19.04
ORD-18114,2024-10-20,2024-10-25,Express,Priya Menon,Home Office,North,Delhi,Electronics,Accessories,123388.65,4,0.0,16326.86
ORD-16408,12/06/2023,2023-06-13,Second Class,Pari Iyer,Home Office,East,Patna,Electronics,Phones,109657.78,5,0.3,28402.28
ORD-12393,24/10/2023,2023-10-26,Standard,Isha Chatterjee,Corporate,North,Jaipur,Office Supplies,Binders,201.44,1,0.2,28.62
ORD-13804,08/03/2023,2023-03-12,Same Day,Neha Iyer,Home Office,North,Lucknow,Electronics,Phones,79980.8,8,0.2,17439.32
ORD-10577,2024-12-31,2025-01-02,Express,Rohan Joshi,Consumer,  west ,Surat,Electronics,Machines,82171.09,4,0.15,24504.63
ORD-18665,19/05/2023,2023-05-25,Standard,Anika Chatterjee,Consumer,South,Bengaluru,Electronics,Machines,45005.56,3,0.0,5806.55
ORD-10313,24/07/2024,2024-07-29,Standard,Isha Singh,Corporate,  west ,Mumbai,Furniture,Storage,4256.74,1,0.0,762.35
ORD-12755,29/07/2023,2023-08-03,Second Class,Sanjay Kulkarni,Home Office,South,Hyderabad,Office Supplies,Labels,521.75,3,0.15,127.23
ORD-16499,2023-06-13,2023-06-16,Same Day,Vihaan Kulkarni,Corporate,North,Delhi,Furniture,Storage,119362.85,5,0.3,13822.09
ORD-10295,13/05/2023,2023-05-18,Standard,Saanvi Bose,Corporate,  east ,Bhubaneswar,Furniture,Tables,168912.18,7,0.3,9162.42
ORD-10608,15/12/2023,2023-12-22,Same Day,Priya Menon,Corporate,South,Bengaluru,Electronics,Accessories,230789.11,6,0.0,38505.91
ORD-12916,2024-02-11,2024-02-13,Express,Sanjay Joshi,Home Office,East,Patna,Furniture,Storage,119226.17,6,0.0,28604.39
ORD-16059,2024-10-05,2024-10-09,Standard,Isha Bose,Home Office,South,Kochi,Office Supplies,Labels,1986.52,2,0.0,603.29
ORD-19708,2023-02-22,2023-02-24,Second Class,Arjun Bose,Home Office,North,Lucknow,Office Supplies,Art,4344.34,3,0.15,1499.82
ORD-14140,2024-07-20,2024-07-23,Second Class,Sai Patel,Home Office,East,Bhubaneswar,Electronics,Machines,150002.5,5,0.3,19508.47
ORD-12049,14/08/2023,2023-08-20,Same Day,Reyansh Joshi,Consumer,North,Lucknow,Electronics,Phones,23299.39,1,0.15,1552.39
ORD-14936,2024-07-29,2024-08-02,Same Day,Sai Chatterjee,Home Office,West,Ahmedabad,Furniture,Storage,156838.62,7,0.3,24654.15
ORD-16113,26/11/2024,2024-11-30,Standard,Aditya Desai,Consumer,West,Mumbai,Office Supplies,Labels,4968.57,4,0.0,292.53
ORD-14854,2024-04-07,2024-04-08,Express,Pari Bose,Home Office,South,Kochi,Electronics,Phones,62385.74,8,0.0,19614.68
ORD-13814,2023-09-28,2023-10-05,Standard,Karthik Nair,Home Office,West,Ahmedabad,Electronics,Phones,96318.75,3,0.0,29138.46
ORD-15123,2023-10-10,2023-10-15,Second Class,Ananya Joshi,Home Office,North,Delhi,Electronics,Accessories,58096.52,2,0.1,22443.72
ORD-10948,2024-03-10,2024-03-14,Standard,Arjun Bose,Consumer,North,Chandigarh,Furniture,Storage,46436.74,3,0.4,3988.98
ORD-16350,2023-06-24,2023-06-28,Second Class,Sai Nair,Corporate,North,Lucknow,Office Supplies,Binders,13664.61,7,0.4,3111.06
ORD-18251,09/11/2023,2023-11-12,Second Class,Sai Sharma,Home Office,South,Kochi,Electronics,Machines,52358.58,4,0.0,15884.44
ORD-11383,2023-12-07,2023-12-08,Second Class,Vivaan Verma,Consumer,South,Hyderabad,Electronics,Phones,20857.5,3,0.0,1695.59
ORD-16510,2024-11-09,2024-11-14,Express,Isha Reddy,Home Office,South,Chennai,Furniture,Chairs,8697.06,1,0.0,2736.83
ORD-13174,16/02/2023,2023-02-23,Same Day,Anika Rao,Consumer,South,Kochi,Electronics,Machines,224809.62,6,0.0,20477.8
ORD-13712,04/05/2023,2023-05-06,Same Day,Anika Menon,Corporate,South,Kochi,Electronics,Machines,234526.61,7,0.3,57401.7
ORD-13047,23/01/2024,2024-01-25,Same Day,Aditya Iyer,Consumer,East,Bhubaneswar,Furniture,Bookcases,26982.34,2,0.2,0.47
ORD-11009,04/12/2023,2023-12-10,Standard,Sanjay Joshi,Corporate,South,Chennai,Office Supplies,Paper,4783.53,2,0.4,940.16
ORD-17667,2023-02-11,2023-02-13,Standard,Aditya Singh,Home Office,  east ,Guwahati,Electronics,Accessories,63892.53,5,0.3,9459.11
ORD-16262,2023-02-19,2023-02-22,Express,Karthik Patel,Consumer,East,Guwahati,Electronics,Machines,21658.77,1,0.0,2356.28
ORD-17248,20/12/2023,2023-12-24,Second Class,Vivaan Singh,Consumer,West,Pune,Furniture,Chairs,23604.58,6,0.1,5727.82
ORD-14655,06/11/2024,2024-11-13,Standard,Kiara Patel,Home Office,West,Ahmedabad,Furniture,Chairs,63161.51,4,0.0,16168.27
ORD-17590,02/05/2023,2023-05-07,Second Class,Ishaan Iyer,Corporate,West,Ahmedabad,Electronics,Phones,5833.28,5,0.0,571.31
ORD-18242,2024-07-05,2024-07-12,Express,Ishaan Iyer,Consumer,West,Mumbai,Office Supplies,Envelopes,14717.84,6,0.3,2787.54
ORD-15448,2023-06-11,2023-06-17,Standard,Ishaan Reddy,Corporate,  south ,Kochi,Electronics,Phones,180990.41,5,0.0,38316.12
ORD-14547,2023-08-17,2023-08-22,Express,Diya Bose,Home Office,North,Chandigarh,Electronics,Phones,45107.96,3,0.3,12773.46
ORD-13170,07/09/2023,2023-09-13,Express,Neha Sharma,Consumer,North,Jaipur,Furniture,Bookcases,18627.32,1,0.2,1980.8
ORD-11445,2024-09-08,2024-09-13,Second Class,Aarav Patel,Consumer,South,Hyderabad,Office Supplies,Labels,2490.66,2,0.3,186.39
ORD-12651,11/08/2024,2024-08-18,Second Class,Anika Gupta,Corporate,West,Pune,Electronics,Copiers,130627.52,5,0.15,38841.45
ORD-17346,2023-01-06,2023-01-09,Second Class,Myra Chatterjee,Corporate,West,Ahmedabad,Office Supplies,Art,12090.96,8,0.0,3200.13
ORD-16136,2023-03-09,2023-03-15,Same Day,Vivaan Chatterjee,Home Office,West,Surat,Office Supplies,Labels,16774.66,7,0.3,4726.1
ORD-15728,30/05/2023,2023-06-01,Express,Saanvi Menon,Corporate,North,Lucknow,Furniture,Tables,79807.02,4,0.1,17861.5
ORD-11798,27/04/2023,2023-05-02,Standard,Rohan Kulkarni,Corporate,North,Chandigarh,Office Supplies,Art,2281.66,4,0.2,455.82
ORD-14242,2024-03-12,2024-03-13,Express,Kiara Bose,Home Office,West,Ahmedabad,Furniture,Bookcases,18981.37,1,0.3,3464.69
ORD-19660,2023-11-30,2023-12-07,Second Class,Aadhya Bose,Corporate,East,Bhubaneswar,Electronics,Phones,123188.28,6,0.0,11221.95
ORD-16242,16/12/2024,2024-12-21,Same Day,Aarav Patel,Consumer,East,Patna,Electronics,Machines,52641.07,5,0.1,-2813.48
ORD-18790,2024-07-22,2024-07-25,Same Day,Anika Desai,Consumer,South,Bengaluru,Office Supplies,Labels,15677.66,7,0.4,2789.41
ORD-17330,18/10/2024,2024-10-22,Express,Neha Nair,Consumer,East,Bhubaneswar,Office Supplies,Art,2289.66,1,0.3,473.33
ORD-10157,07/12/2024,2024-12-13,Express,Anika Desai,Home Office,East,Bhubaneswar,Office Supplies,Art,6357.51,8,0.2,1545.18
ORD-11330,2023-03-16,2023-03-19,Second Class,Sai Gupta,Home Office,North,Delhi,Office Supplies,Paper,3492.3,4,0.0,1430.58
ORD-10826,28/05/2023,2023-06-03,Standard,Vihaan Pillai,Corporate,West,Ahmedabad,Electronics,Phones,15215.06,1,0.0,1074.4
ORD-12139,02/03/2024,2024-03-09,Express,Aadhya Chatterjee,Home Office,South,Hyderabad,Electronics,Machines,247962.04,8,0.1,86218.86
ORD-19757,2024-06-28,2024-07-03,Second Class,Diya Iyer,Consumer,South,Chennai,Furniture,Bookcases,49643.37,2,0.0,9692.55
ORD-11582,2023-07-27,2023-07-28,Same Day,Ananya Singh,Home Office,West,Ahmedabad,Furniture,Tables,24934.11,2,0.3,3974.26
ORD-18828,2023-07-23,2023-07-30,Second Class,Diya Bose,Corporate,West,Pune,Furniture,Chairs,56229.46,6,0.2,8568.13
ORD-14282,2024-12-11,2024-12-17,Express,Saanvi Joshi,Home Office,West,Mumbai,Furniture,Chairs,22274.22,2,0.4,527.14
ORD-19050,28/08/2024,2024-09-04,Second Class,Diya Gupta,Corporate,East,Bhubaneswar,Furniture,Chairs,9754.38,1,0.0,2110.67
ORD-14301,25/05/2024,2024-05-27,Second Class,Vihaan Menon,Home Office,South,Chennai,Furniture,Bookcases,26655.36,7,0.2,6274.8
ORD-16482,06/02/2024,2024-02-10,Same Day,Anika Iyer,Consumer,West,Pune,Furniture,Bookcases,14367.14,1,0.15,2232.71
ORD-15626,2024-09-14,2024-09-17,Second Class,Kiara Singh,Home Office,East,Guwahati,Electronics,Accessories,187639.49,7,0.1,40870.19
ORD-15130,21/06/2024,2024-06-24,Second Class,Saanvi Rao,Home Office,West,Mumbai,Office Supplies,Binders,4643.72,2,0.0,1577.36
ORD-10968,02/07/2023,2023-07-05,Same Day,Aadhya Rao,Corporate,South,Chennai,Office Supplies,Binders,7471.62,3,0.2,1234.38
ORD-11968,12/08/2023,2023-08-14,Second Class,Reyansh Joshi,Consumer,West,Surat,Office Supplies,Binders,16089.72,6,0.4,3016.97
ORD-12610,2024-07-23,2024-07-24,Second Class,Neha Kulkarni,Consumer,North,Delhi,Furniture,Storage,53408.76,3,0.15,17436.54
ORD-12809,2023-09-27,2023-09-29,Second Class,Vivaan Nair,Consumer,North,Delhi,Electronics,Copiers,150148.19,8,0.4,17683.37
ORD-11469,29/11/2024,2024-12-04,Second Class,Myra Chatterjee,Corporate,South,Chennai,Electronics,Machines,36398.75,2,0.4,6289.91
ORD-15969,15/06/2024,2024-06-16,Standard,Vivaan Menon,Corporate,West,Mumbai,Electronics,Machines,137491.08,5,0.3,29493.59
ORD-16740,2024-05-21,2024-05-24,Same Day,Rohan Menon,Home Office,West,Mumbai,Electronics,Accessories,34042.71,6,0.1,7655.26
ORD-12101,29/04/2023,2023-04-30,Second Class,Ananya Nair,Corporate,South,Chennai,Office Supplies,Labels,3336.99,5,0.0,408.62
ORD-15162,12/03/2023,2023-03-15,Standard,Karthik Iyer,Corporate,West,Mumbai,Electronics,Machines,75005.92,3,0.15,17441.68
ORD-10177,28/02/2024,2024-03-02,Express,Pari Iyer,Consumer,East,Guwahati,Furniture,Bookcases,37420.28,5,0.0,4067.27
ORD-19214,20/04/2023,2023-04-25,Express,Priya Pillai,Corporate,West,Pune,Office Supplies,Binders,2887.29,2,0.2,272.71
ORD-19536,2023-03-12,2023-03-16,Express,Karthik Desai,Consumer,East,Guwahati,Office Supplies,Paper,2973.36,1,0.2,475.35
ORD-11828,2023-10-01,2023-10-08,Same Day,Priya Joshi,Corporate,South,Hyderabad,Electronics,Accessories,15615.06,5,0.0,5415.38
ORD-11406,2024-11-07,2024-11-09,Second Class,Isha Patel,Corporate,South,Bengaluru,Electronics,Machines,17802.74,1,0.0,2718.81
ORD-10110,2023-03-11,2023-03-15,Second Class,Ishaan Verma,Consumer,West,Ahmedabad,Electronics,Copiers,122269.57,8,0.15,18822.05
ORD-14181,18/01/2024,2024-01-19,Same Day,Karthik Iyer,Home Office,North,Jaipur,Office Supplies,Envelopes,4905.1,2,0.1,591.51
ORD-18509,29/11/2024,2024-12-06,Second Class,Vivaan Reddy,Consumer,South,Chennai,Electronics,Phones,125082.56,8,0.15,7637.7
ORD-12337,22/08/2023,2023-08-24,Standard,Riya Bose,Consumer,West,Pune,Furniture,Storage,50409.44,3,0.15,7429.19
ORD-15311,05/06/2024,2024-06-10,Standard,Riya Pillai,Consumer,West,Pune,Electronics,Copiers,75341.71,-2,0.15,7501.81
ORD-13396,09/03/2023,2023-03-14,,,Home Office,West,Ahmedabad,Furniture,Bookcases,42206.8,5,,6791.67
ORD-16098,29/05/2023,2023-06-02,Express,Vivaan Gupta,Consumer,West,Ahmedabad,Office Supplies,Art,2492.44,7,0.0,128.88
ORD-14188,03/04/2024,2024-04-06,Express,Rohan Bose,Corporate,South,Kochi,Furniture,Chairs,18123.14,3,0.4,1437.84
ORD-18104,16/05/2024,2024-05-20,Second Class,Aadhya Gupta,Home Office,South,Kochi,Furniture,Tables,90522.11,6,0.0,21069.84
ORD-12649,20/09/2024,2024-09-23,Same Day,Anika Bose,Home Office,West,Pune,Electronics,Machines,20485.57,5,0.0,5165.97
ORD-14747,2024-09-28,2024-10-01,Second Class,Myra Gupta,Corporate,North,Jaipur,Office Supplies,Paper,336.81,1,0.0,18.37
ORD-17364,05/01/2024,2024-01-10,Same Day,Pari Chatterjee,Corporate,West,Pune,Office Supplies,Binders,21274.22,8,0.2,3175.1
ORD-12186,2024-01-22,2024-01-28,Standard,Aditya Pillai,Corporate,South,Hyderabad,Furniture,Chairs,40916.53,3,0.0,3320.45
ORD-10601,2024-05-11,2024-05-15,Second Class,Riya Rao,Consumer,West,Mumbai,Furniture,Tables,17412.34,1,0.4,-530.66
ORD-16705,2024-08-02,2024-08-09,Second Class,Ishaan Nair,Corporate,West,Mumbai,Electronics,Accessories,36652.31,1,0.2,2235.68
ORD-17296,09/05/2023,2023-05-14,Second Class,Vivaan Menon,Home Office,West,Mumbai,Furniture,Chairs,19288.6,7,0.3,2817.89
ORD-14742,18/02/2023,2023-02-25,Standard,Sai Pillai,Consumer,East,Bhubaneswar,Electronics,Copiers,162473.08,8,0.2,657.64
ORD-15032,2023-05-26,2023-05-27,Second Class,Anika Reddy,Corporate,West,Mumbai,Electronics,Phones,25514.5,2,0.3,1508.12
ORD-18733,16/03/2023,2023-03-22,Express,Ananya Reddy,Consumer,South,Hyderabad,Furniture,Storage,42928.79,4,0.3,-387.44
ORD-17700,22/01/2023,2023-01-29,Express,Karthik Gupta,Home Office,South,Kochi,Furniture,Chairs,109663.84,6,0.1,26732.64
ORD-11772,2023-10-14,2023-10-18,Same Day,Arjun Verma,Corporate,North,Chandigarh,Office Supplies,Art,2424.75,8,0.4,697.68
ORD-17706,29/01/2023,2023-02-03,Standard,Arjun Menon,Consumer,East,Bhubaneswar,Electronics,Accessories,86514.24,7,0.15,17703.48
ORD-11502,29/04/2023,2023-05-03,Second Class,Anika Gupta,Corporate,  west ,Ahmedabad,Furniture,Bookcases,32461.15,2,0.0,9587.29
ORD-10309,2024-03-27,2024-03-28,Second Class,Neha Kulkarni,Consumer,North,Chandigarh,Office Supplies,Labels,2891.94,2,0.15,291.81
ORD-10227,17/12/2024,2024-12-24,Same Day,Neha Patel,Home Office,East,Bhubaneswar,Furniture,Storage,30385.8,4,0.3,-2200.5
ORD-14797,20/03/2024,2024-03-23,Standard,Myra Bose,Consumer,East,Patna,Office Supplies,Labels,12283.62,6,0.0,2771.38
ORD-15759,16/11/2024,2024-11-22,Express,Karthik Joshi,Home Office,East,Guwahati,Furniture,Tables,40022.88,2,0.4,3769.43
ORD-10761,2024-12-18,2024-12-24,Standard,Riya Nair,Home Office,South,Kochi,Furniture,Storage,56520.89,3,0.1,11730.26
ORD-12675,15/04/2023,2023-04-18,Second Class,Ishaan Bose,Home Office,West,Mumbai,Electronics,Phones,7047.09,1,0.1,2765.81
ORD-10169,18/06/2023,2023-06-21,Express,Karthik Gupta,Home Office,North,Delhi,Electronics,Accessories,310352.66,8,0.0,114722.52
ORD-19301,24/04/2024,2024-04-28,Same Day,Anika Nair,Home Office,West,Mumbai,Office Supplies,Binders,7917.54,3,0.15,2547.23
ORD-14129,28/01/2023,2023-02-02,Express,Riya Chatterjee,Home Office,South,Chennai,Office Supplies,Binders,13887.86,5,0.2,1872.88
ORD-15374,30/12/2024,2025-01-03,Same Day,Ishaan Pillai,Corporate,West,Pune,Electronics,Accessories,53143.88,7,0.0,17084.11
ORD-12116,22/10/2024,2024-10-28,,,Home Office,West,Mumbai,Office Supplies,Paper,3181.42,4,,821.04
